date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:55	3235/3235	---M--	200	added ('OK')	image/gif	etag:%2296ad478671ecf1:0%22	https://www.w3schools.com/images/colorpicker.gif	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/images/colorpicker.gif	(from https://www.w3schools.com/w3css/default.asp)
22:44:56	54237/54237	---M-Z	200	added ('OK')	application/x-javascript	etag:%22801f01d23c6d51:0%22	https://www.w3schools.com/lib/w3schools_footer.js	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/lib/w3schools_footer.js	(from https://www.w3schools.com/w3css/default.asp)
22:44:56	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Jan%202020%2006:44:56%20GMT	http://www.w3schools.com/w3css/	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/index.html	(from https://www.w3schools.com/w3css/default.asp)
22:44:56	2192/2192	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2022%20Jan%202020%2006:44:55%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Oday/Desktop/jahiz2/translate.google.com/translate_a/element.5ca0d8.delayed	(from https://www.w3schools.com/w3css/default.asp)
22:44:57	2515/2515	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202020%2006:44:57%20GMT	https://www.w3schools.com/w3css/GET	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/GET.5d.delayed	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:57	11808/11808	---M-Z	200	added ('OK')	text/html	etag:%2280e4293c4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_band.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_band.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:58	53101/53101	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:03:48%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_band&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitb525.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:58	5352/5352	---M-Z	200	added ('OK')	text/html	etag:%22edd3f4d4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_gourmet_catering.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_gourmet_catering.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:58	45086/45086	---M--	200	added ('OK')	image/jpeg	etag:%224e78ac9d8f36d21:0%22	https://www.w3schools.com/w3css/img_temp_gourmet_catering.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_gourmet_catering.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:59	46657/46657	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:50:29%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_gourmet_catering&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit462d.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:59	49604/49604	---M--	200	added ('OK')	image/jpeg	etag:%22d1b42f63b30d21:0%22	https://www.w3schools.com/w3css/img_temp_architect.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_architect.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:44:59	48691/48691	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2002:51:24%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_architect&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitac8f.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:00	12832/12832	---M-Z	200	added ('OK')	text/html	etag:%221032475b4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_parallax.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_parallax.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:00	18664/18664	---M--	200	added ('OK')	image/jpeg	etag:%22bff5911e96b2d11:0%22	https://www.w3schools.com/w3css/img_temp_parallax.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_parallax.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:00	55356/55356	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:06:17%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_parallax&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit7746.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:01	6693/6693	---M-Z	200	added ('OK')	text/html	etag:%22a16fee0af4cd31:0%22	https://www.w3schools.com/w3css/tryw3css_templates_blog.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_blog.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:01	24689/24689	---M--	200	added ('OK')	image/jpeg	etag:%22a3de67d568ad11:0%22	https://www.w3schools.com/w3css/img_temp_blog.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_blog.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:01	47986/47986	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:24:43%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_blog&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit5260.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:02	7441/7441	---M-Z	200	added ('OK')	text/html	etag:%22157c474c4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_food_blog.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_food_blog.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:02	48739/48739	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:47:02%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_food_blog&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit2c24.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:02	17270/17270	---M-Z	200	added ('OK')	text/html	etag:%22e7d8c54a4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_fashion_blog.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_fashion_blog.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:03	44554/44554	---M--	200	added ('OK')	image/jpeg	etag:%228c4a6994c939d21:0%22	https://www.w3schools.com/w3css/img_temp_fashion_blog.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_fashion_blog.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:03	58571/58571	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:33:41%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_fashion_blog&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9e69.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:03	7264/7264	---M-Z	200	added ('OK')	text/html	etag:%2247841e454998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_cafe.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_cafe.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:04	48546/48546	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:29:53%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_cafe	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit5868.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:04	10372/10372	---M-Z	200	added ('OK')	text/html	etag:%22e65795474998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_clothing_store.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_clothing_store.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:05	58004/58004	---M--	200	added ('OK')	image/jpeg	etag:%22aaea4a8ec939d21:0%22	https://www.w3schools.com/w3css/img_temp_clothing_store.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_clothing_store.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:05	51675/51675	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:46:26%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_clothing_store&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9638.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:06	6665/6665	---M-Z	200	added ('OK')	text/html	etag:%225bc7a2e8af4cd31:0%22	https://www.w3schools.com/w3css/tryw3css_templates_cv.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_cv.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:06	59194/59194	---M--	200	added ('OK')	image/jpeg	etag:%223d6f26935c25d21:0%22	https://www.w3schools.com/w3css/img_temp_cv.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_cv.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:07	47956/47956	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2002:55:18%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_cv&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitfa0f.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:07	1120/1120	---M-Z	200	added ('OK')	text/html	etag:%22fe8ff4474998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_coming_soon.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_coming_soon.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:07	84782/84782	---M--	200	added ('OK')	image/jpeg	etag:%22119e33679720d21:0%22	https://www.w3schools.com/w3css/img_temp_comingsoon.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_comingsoon.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:08	42420/42420	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:30:55%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_coming_soon&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9ad1.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:08	5154/5154	---M-Z	200	added ('OK')	text/html	etag:%22a9e1e864998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_wedding.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_wedding.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:08	46450/46450	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:35:31%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_wedding&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit5e71.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:09	4277/4277	---M-Z	200	added ('OK')	text/html	etag:%22b686435c4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_photo.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_photo.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:09	23347/23347	---M--	200	added ('OK')	image/jpeg	etag:%22c69632c13529d21:0%22	https://www.w3schools.com/w3css/img_temp_photo.JPG	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_photo.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:09	45571/45571	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:06:50%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_photo&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryite837.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:10	2719/2719	---M-Z	200	added ('OK')	text/html	etag:%22256be2d8a3d21:0+gzip%22	https://www.w3schools.com/w3css/tryw3css_templates_photo2.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_photo2.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:10	58797/58797	---M--	200	added ('OK')	image/jpeg	etag:%22bfe36fc73529d21:0%22	https://www.w3schools.com/w3css/img_temp_photo2.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_photo2.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:10	44014/44014	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:27:50%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_photo2&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitc354.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:11	3388/3388	---M-Z	200	added ('OK')	text/html	etag:%22e36bb561916bd41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_photo3.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_photo3.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:11	86326/86326	---M--	200	added ('OK')	image/jpeg	etag:%22b37a549b311ed21:0%22	https://www.w3schools.com/w3css/img_temp_photo3.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_photo3.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:12	44683/44683	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:53:50%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_photo3&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit42e9.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:12	14526/14526	---M-Z	200	added ('OK')	text/html	etag:%22caf9a0e7d8a3d21:0%22	https://www.w3schools.com/w3css/tryw3css_templates_portfolio.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_portfolio.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:12	31898/31898	---M--	200	added ('OK')	image/jpeg	etag:%2262ba5586568ad11:0%22	https://www.w3schools.com/w3css/img_temp_portfolio.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_portfolio.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:12	55824/55824	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:47:10%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_portfolio&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitcbfd.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:13	11856/11856	---M-Z	200	added ('OK')	text/html	etag:%22c6690614998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_portfolio2.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_portfolio2.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:13	41684/41684	---M--	200	added ('OK')	image/jpeg	etag:%22a05282488624d21:0%22	https://www.w3schools.com/w3css/img_temp_portfolio2.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_portfolio2.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:13	53155/53155	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:24:59%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_portfolio2&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitecbe.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:14	12142/12142	---M-Z	200	added ('OK')	text/html	etag:%22af3ae2644998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_portfolio3.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_portfolio3.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:14	48612/48612	---M--	200	added ('OK')	image/jpeg	etag:%22d53cdb353c3bd21:0%22	https://www.w3schools.com/w3css/img_temp_portfolio3.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_portfolio3.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:14	53441/53441	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:56:26%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_portfolio3&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitf374.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:15	10173/10173	---M-Z	200	added ('OK')	text/html	etag:%22659a67cf10cbd21:0%22	https://www.w3schools.com/w3css/tryw3css_templates_dark_portfolio.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_dark_portfolio.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:15	52703/52703	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:15:06%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_dark_portfolio&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit3877.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:15	10816/10816	---M-Z	200	added ('OK')	text/html	etag:%22e4bc95434998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_bw_portfolio.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_bw_portfolio.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:16	35983/35983	---M--	200	added ('OK')	image/jpeg	etag:%22a1da11bb3529d21:0%22	https://www.w3schools.com/w3css/img_temp_bw_port.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_bw_port.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:16	52117/52117	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:30:40%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_bw_portfolio&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit29de.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:16	11168/11168	---M-Z	200	added ('OK')	text/html	etag:%22cc55e0534998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_interior_design.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_interior_design.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:17	58181/58181	---M--	200	added ('OK')	image/jpeg	etag:%22e2293db6304ad21:0%22	https://www.w3schools.com/w3css/img_temp_interior_design.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_interior_design.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:17	52472/52472	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:45:17%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_interior_design&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9df4.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:18	3679/3679	---M-Z	200	added ('OK')	text/html	etag:%2244a9ae744998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_restaurant_modal.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_restaurant_modal.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:18	49707/49707	---M--	200	added ('OK')	image/jpeg	etag:%222d6a7fe84b34d21:0%22	https://www.w3schools.com/w3css/img_temp_modal_restaurant.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_modal_restaurant.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:18	44971/44971	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:46:09%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_restaurant_modal	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryite3e4.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:19	9137/9137	---M-Z	200	added ('OK')	text/html	etag:%221569aa8972ccd51:0%22	https://www.w3schools.com/w3css/tryw3css_templates_pizza.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_pizza.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:19	54348/54348	---M--	200	added ('OK')	image/jpeg	etag:%2248f0997e935d21:0%22	https://www.w3schools.com/w3css/img_temp_pizza.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_pizza.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:19	50420/50420	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:30:52%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_pizza	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitcf90.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:20	5769/5769	---M-Z	200	added ('OK')	text/html	etag:%22f5e66c774998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_start_page.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_start_page.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:20	22600/22600	---M--	200	added ('OK')	image/jpeg	etag:%226bd6da88568ad11:0%22	https://www.w3schools.com/w3css/img_temp_startpage.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_startpage.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:20	47068/47068	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:15:19%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_start_page&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit3340.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:21	17028/17028	---M-Z	200	added ('OK')	text/html	etag:%22a68b8c7c4998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_startup.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_startup.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:21	50300/50300	---M--	200	added ('OK')	image/jpeg	etag:%22782e1bde935d21:0%22	https://www.w3schools.com/w3css/img_temp_startup.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_startup.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:21	58313/58313	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:25:00%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_startup	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitdeb1.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:21	11629/11629	---M-Z	200	added ('OK')	text/html	etag:%225bb8bb384998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_app_launch.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_app_launch.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:22	43994/43994	---M--	200	added ('OK')	image/jpeg	etag:%22bfc852e66c50d21:0%22	https://www.w3schools.com/w3css/img_temp_app_launch.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_app_launch.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:22	52928/52928	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:43:23%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_app_launch&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitf796.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:22	10826/10826	---M-Z	200	added ('OK')	text/html	etag:%22d6f295594998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_marketing.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_marketing.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:23	55771/55771	---M--	200	added ('OK')	image/jpeg	etag:%22c0806bfe9a89d11:0%22	https://www.w3schools.com/w3css/img_temp_marketing.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_marketing.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:23	52124/52124	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:31:14%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_marketing&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitcd39.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:23	12578/12578	---M-Z	200	added ('OK')	text/html	etag:%223ba21854998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_website.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_website.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:24	26028/26028	---M--	200	added ('OK')	image/jpeg	etag:%22c4bf5b07c8ed11:0%22	https://www.w3schools.com/w3css/img_temp_website.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_website.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:24	55101/55101	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:00:39%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_website&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit194f.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:24	2758/2758	---M-Z	200	added ('OK')	text/html	etag:%22963a78fad8a3d21:0%22	https://www.w3schools.com/w3css/tryw3css_templates_streetart.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_streetart.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:25	140118/140118	---M--	200	added ('OK')	image/jpeg	etag:%2290f38556324d21:0%22	https://www.w3schools.com/w3css/img_temp_art.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_art.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
